season,season_type,round_name,team,opponent,player_id,player_name,game_number,minutes_played,points,rebounds,assists,turnovers,steals,blocks,personal_fouls,status
2025-26,Playoffs,Eastern Conference Finals,NYK,CLE,1628384,OG Anunoby,11,34.28333333333333,13.0,5.0,2.0,1.0,1.0,0.0,3.0,Yes
2025-26,Playoffs,Eastern Conference Finals,NYK,CLE,1628384,OG Anunoby,12,31.933333333333334,14.0,4.0,3.0,0.0,1.0,3.0,3.0,Yes
2025-26,Playoffs,Eastern Conference Finals,NYK,CLE,1628384,OG Anunoby,13,30.583333333333332,21.0,7.0,4.0,1.0,0.0,0.0,2.0,Yes
2025-26,Playoffs,Eastern Conference Finals,NYK,CLE,1628384,OG Anunoby,14,27.05,17.0,7.0,4.0,1.0,2.0,0.0,4.0,Yes
2025-26,Playoffs,NBA Finals,NYK,SAS,1628384,OG Anunoby,15,31.116666666666667,17.0,3.0,0.0,0.0,1.0,1.0,0.0,Yes
2025-26,Playoffs,NBA Finals,NYK,SAS,1628384,OG Anunoby,16,36.8,17.0,4.0,3.0,0.0,2.0,2.0,4.0,Yes
2025-26,Playoffs,NBA Finals,NYK,SAS,1628384,OG Anunoby,17,37.95,28.0,5.0,1.0,1.0,0.0,2.0,2.0,Yes
2025-26,Playoffs,NBA Finals,NYK,SAS,1628384,OG Anunoby,18,41.46666666666667,33.0,4.0,1.0,1.0,1.0,1.0,2.0,Yes
2025-26,Playoffs,NBA Finals,NYK,SAS,1628384,OG Anunoby,19,32.78333333333333,11.0,8.0,0.0,1.0,3.0,1.0,5.0,Yes
2025-26,Playoffs,First Round,NYK,ATL,1642359,Pacôme Dadiet,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,First Round,NYK,ATL,1642359,Pacôme Dadiet,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,First Round,NYK,ATL,1642359,Pacôme Dadiet,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,First Round,NYK,ATL,1642359,Pacôme Dadiet,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,First Round,NYK,ATL,1642359,Pacôme Dadiet,5,1.4333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
2025-26,Playoffs,First Round,NYK,ATL,1642359,Pacôme Dadiet,6,7.7,5.0,1.0,0.0,0.0,0.0,0.0,1.0,Yes
2025-26,Playoffs,Conference Semifinals,NYK,PHI,1642359,Pacôme Dadiet,7,8.7,4.0,1.0,2.0,0.0,1.0,0.0,0.0,Yes
2025-26,Playoffs,Conference Semifinals,NYK,PHI,1642359,Pacôme Dadiet,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,Conference Semifinals,NYK,PHI,1642359,Pacôme Dadiet,9,1.9833333333333334,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Yes
2025-26,Playoffs,Conference Semifinals,NYK,PHI,1642359,Pacôme Dadiet,10,12.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,Yes
2025-26,Playoffs,Eastern Conference Finals,NYK,CLE,1642359,Pacôme Dadiet,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,Eastern Conference Finals,NYK,CLE,1642359,Pacôme Dadiet,12,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
2025-26,Playoffs,Eastern Conference Finals,NYK,CLE,1642359,Pacôme Dadiet,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,Eastern Conference Finals,NYK,CLE,1642359,Pacôme Dadiet,14,6.883333333333333,6.0,1.0,0.0,0.0,1.0,0.0,0.0,Yes
2025-26,Playoffs,NBA Finals,NYK,SAS,1642359,Pacôme Dadiet,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,NBA Finals,NYK,SAS,1642359,Pacôme Dadiet,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,NBA Finals,NYK,SAS,1642359,Pacôme Dadiet,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,NBA Finals,NYK,SAS,1642359,Pacôme Dadiet,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,NBA Finals,NYK,SAS,1642359,Pacôme Dadiet,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,First Round,NYK,ATL,1642278,Tyler Kolek,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,First Round,NYK,ATL,1642278,Tyler Kolek,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,First Round,NYK,ATL,1642278,Tyler Kolek,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,First Round,NYK,ATL,1642278,Tyler Kolek,4,3.5833333333333335,2.0,0.0,0.0,0.0,0.0,1.0,1.0,Yes
2025-26,Playoffs,First Round,NYK,ATL,1642278,Tyler Kolek,5,3.466666666666667,0.0,1.0,2.0,0.0,0.0,0.0,0.0,Yes
2025-26,Playoffs,First Round,NYK,ATL,1642278,Tyler Kolek,6,12.0,6.0,1.0,3.0,1.0,0.0,0.0,1.0,Yes
2025-26,Playoffs,Conference Semifinals,NYK,PHI,1642278,Tyler Kolek,7,10.233333333333333,8.0,0.0,4.0,1.0,0.0,0.0,0.0,Yes
2025-26,Playoffs,Conference Semifinals,NYK,PHI,1642278,Tyler Kolek,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,Conference Semifinals,NYK,PHI,1642278,Tyler Kolek,9,2.0833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
2025-26,Playoffs,Conference Semifinals,NYK,PHI,1642278,Tyler Kolek,10,12.95,4.0,3.0,2.0,1.0,0.0,0.0,1.0,Yes
2025-26,Playoffs,Eastern Conference Finals,NYK,CLE,1642278,Tyler Kolek,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,Eastern Conference Finals,NYK,CLE,1642278,Tyler Kolek,12,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
2025-26,Playoffs,Eastern Conference Finals,NYK,CLE,1642278,Tyler Kolek,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,Eastern Conference Finals,NYK,CLE,1642278,Tyler Kolek,14,7.783333333333333,8.0,1.0,1.0,0.0,0.0,0.0,0.0,Yes
2025-26,Playoffs,NBA Finals,NYK,SAS,1642278,Tyler Kolek,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,NBA Finals,NYK,SAS,1642278,Tyler Kolek,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,NBA Finals,NYK,SAS,1642278,Tyler Kolek,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,NBA Finals,NYK,SAS,1642278,Tyler Kolek,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
2025-26,Playoffs,NBA Finals,NYK,SAS,1642278,Tyler Kolek,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNP - Coach's Decision
